temp,R0.scaled
15.27,0
15.28,0
15.29,0
15.3,0
15.31,0
15.32,0
15.33,0
15.34,0
15.35,0
15.36,0
15.37,0
15.38,0
15.39,0
15.4,0
15.41,0
15.42,0
15.43,0
15.44,0
15.45,0
15.46,0
15.47,0
15.48,0
15.49,0
15.5,0
15.51,0
15.52,0
15.53,0
15.54,0
15.55,0
15.56,0
15.57,0
15.58,0
15.59,0
15.6,0
15.61,0
15.62,0
15.63,0
15.64,0
15.65,0
15.66,0
15.67,0
15.68,0
15.69,0
15.7,0
15.71,0
15.72,0
15.73,0
15.74,0
15.75,0
15.76,0
15.77,0
15.78,0
15.79,0
15.8,0
15.81,0
15.82,0
15.83,0
15.84,0
15.85,0
15.86,0
15.87,0
15.88,0
15.89,0
15.9,0
15.91,0
15.92,0
15.93,0
15.94,0
15.95,0
15.96,0
15.97,0
15.98,0
15.99,0
16,0
16.01,0
16.02,0
16.03,0
16.04,0
16.05,0
16.06,0
16.07,0
16.08,0
16.09,0
16.1,0
16.11,0
16.12,0
16.13,0
16.14,0
16.15,0
16.16,0
16.17,0
16.18,0
16.19,0
16.2,0
16.21,0
16.22,0
16.23,0
16.24,0
16.25,0
16.26,0
16.27,0
16.28,0
16.29,0
16.3,0
16.31,0
16.32,0
16.33,0
16.34,0
16.35,0
16.36,0
16.37,0
16.38,0
16.39,0
16.4,0
16.41,0
16.42,0
16.43,0
16.44,0
16.45,0
16.46,0
16.47,0
16.48,0
16.49,0
16.5,0
16.51,0
16.52,0
16.53,0
16.54,0
16.55,0
16.56,0
16.57,0
16.58,0
16.59,0
16.6,0
16.61,0
16.62,0
16.63,0
16.64,0
16.65,0
16.66,0
16.67,0
16.68,0
16.69,0
16.7,0
16.71,0
16.72,0
16.73,0.0001
16.74,0.0001
16.75,0.0001
16.76,0.0001
16.77,0.0001
16.78,0.0001
16.79,0.0001
16.8,0.0001
16.81,0.0001
16.82,0.0001
16.83,0.0001
16.84,0.0001
16.85,0.0001
16.86,0.0001
16.87,0.0001
16.88,0.0001
16.89,0.0001
16.9,0.0001
16.91,0.0001
16.92,0.0001
16.93,0.0001
16.94,0.0001
16.95,0.0001
16.96,0.0001
16.97,0.0001
16.98,0.0001
16.99,0.0001
17,0.0001
17.01,0.0001
17.02,0.0001
17.03,0.0001
17.04,0.0001
17.05,0.0001
17.06,0.0001
17.07,0.0001
17.08,0.0001
17.09,0.0001
17.1,0.0001
17.11,0.0001
17.12,0.0001
17.13,0.0001
17.14,0.0001
17.15,0.0001
17.16,0.0002
17.17,0.0002
17.18,0.0002
17.19,0.0002
17.2,0.0002
17.21,0.0002
17.22,0.0002
17.23,0.0002
17.24,0.0002
17.25,0.0002
17.26,0.0002
17.27,0.0002
17.28,0.0002
17.29,0.0002
17.3,0.0002
17.31,0.0002
17.32,0.0002
17.33,0.0002
17.34,0.0002
17.35,0.0002
17.36,0.0002
17.37,0.0003
17.38,0.0003
17.39,0.0003
17.4,0.0003
17.41,0.0003
17.42,0.0003
17.43,0.0003
17.44,0.0003
17.45,0.0003
17.46,0.0003
17.47,0.0003
17.48,0.0003
17.49,0.0003
17.5,0.0003
17.51,0.0004
17.52,0.0004
17.53,0.0004
17.54,0.0004
17.55,0.0004
17.56,0.0004
17.57,0.0004
17.58,0.0004
17.59,0.0004
17.6,0.0004
17.61,0.0004
17.62,0.0005
17.63,0.0005
17.64,0.0005
17.65,0.0005
17.66,0.0005
17.67,0.0005
17.68,0.0005
17.69,0.0005
17.7,0.0005
17.71,0.0006
17.72,0.0006
17.73,0.0006
17.74,0.0006
17.75,0.0006
17.76,0.0006
17.77,0.0006
17.78,0.0007
17.79,0.0007
17.8,0.0007
17.81,0.0007
17.82,0.0007
17.83,0.0007
17.84,0.0008
17.85,0.0008
17.86,0.0008
17.87,0.0008
17.88,0.0008
17.89,0.0008
17.9,0.0009
17.91,0.0009
17.92,0.0009
17.93,0.0009
17.94,0.0009
17.95,0.001
17.96,0.001
17.97,0.001
17.98,0.001
17.99,0.001
18,0.0011
18.01,0.0011
18.02,0.0011
18.03,0.0011
18.04,0.0012
18.05,0.0012
18.06,0.0012
18.07,0.0012
18.08,0.0013
18.09,0.0013
18.1,0.0013
18.11,0.0013
18.12,0.0014
18.13,0.0014
18.14,0.0014
18.15,0.0015
18.16,0.0015
18.17,0.0015
18.18,0.0016
18.19,0.0016
18.2,0.0016
18.21,0.0016
18.22,0.0017
18.23,0.0017
18.24,0.0017
18.25,0.0018
18.26,0.0018
18.27,0.0019
18.28,0.0019
18.29,0.0019
18.3,0.002
18.31,0.002
18.32,0.002
18.33,0.0021
18.34,0.0021
18.35,0.0022
18.36,0.0022
18.37,0.0022
18.38,0.0023
18.39,0.0023
18.4,0.0024
18.41,0.0024
18.42,0.0025
18.43,0.0025
18.44,0.0026
18.45,0.0026
18.46,0.0027
18.47,0.0027
18.48,0.0028
18.49,0.0028
18.5,0.0029
18.51,0.0029
18.52,0.003
18.53,0.003
18.54,0.0031
18.55,0.0031
18.56,0.0032
18.57,0.0032
18.58,0.0033
18.59,0.0034
18.6,0.0034
18.61,0.0035
18.62,0.0035
18.63,0.0036
18.64,0.0037
18.65,0.0037
18.66,0.0038
18.67,0.0039
18.68,0.0039
18.69,0.004
18.7,0.0041
18.71,0.0041
18.72,0.0042
18.73,0.0043
18.74,0.0043
18.75,0.0044
18.76,0.0045
18.77,0.0046
18.78,0.0046
18.79,0.0047
18.8,0.0048
18.81,0.0049
18.82,0.0049
18.83,0.005
18.84,0.0051
18.85,0.0052
18.86,0.0053
18.87,0.0054
18.88,0.0054
18.89,0.0055
18.9,0.0056
18.91,0.0057
18.92,0.0058
18.93,0.0059
18.94,0.006
18.95,0.0061
18.96,0.0062
18.97,0.0063
18.98,0.0064
18.99,0.0065
19,0.0066
19.01,0.0067
19.02,0.0068
19.03,0.0069
19.04,0.007
19.05,0.0071
19.06,0.0072
19.07,0.0073
19.08,0.0074
19.09,0.0075
19.1,0.0077
19.11,0.0078
19.12,0.0079
19.13,0.008
19.14,0.0081
19.15,0.0082
19.16,0.0084
19.17,0.0085
19.18,0.0086
19.19,0.0087
19.2,0.0089
19.21,0.009
19.22,0.0091
19.23,0.0093
19.24,0.0094
19.25,0.0095
19.26,0.0097
19.27,0.0098
19.28,0.0099
19.29,0.0101
19.3,0.0102
19.31,0.0104
19.32,0.0105
19.33,0.0107
19.34,0.0108
19.35,0.011
19.36,0.0111
19.37,0.0113
19.38,0.0114
19.39,0.0116
19.4,0.0117
19.41,0.0119
19.42,0.0121
19.43,0.0122
19.44,0.0124
19.45,0.0126
19.46,0.0127
19.47,0.0129
19.48,0.0131
19.49,0.0133
19.5,0.0134
19.51,0.0136
19.52,0.0138
19.53,0.014
19.54,0.0142
19.55,0.0144
19.56,0.0146
19.57,0.0147
19.58,0.0149
19.59,0.0151
19.6,0.0153
19.61,0.0155
19.62,0.0157
19.63,0.0159
19.64,0.0161
19.65,0.0163
19.66,0.0166
19.67,0.0168
19.68,0.017
19.69,0.0172
19.7,0.0174
19.71,0.0176
19.72,0.0179
19.73,0.0181
19.74,0.0183
19.75,0.0185
19.76,0.0188
19.77,0.019
19.78,0.0192
19.79,0.0195
19.8,0.0197
19.81,0.02
19.82,0.0202
19.83,0.0204
19.84,0.0207
19.85,0.0209
19.86,0.0212
19.87,0.0215
19.88,0.0217
19.89,0.022
19.9,0.0222
19.91,0.0225
19.92,0.0228
19.93,0.023
19.94,0.0233
19.95,0.0236
19.96,0.0239
19.97,0.0241
19.98,0.0244
19.99,0.0247
20,0.025
20.01,0.0253
20.02,0.0256
20.03,0.0259
20.04,0.0262
20.05,0.0265
20.06,0.0268
20.07,0.0271
20.08,0.0274
20.09,0.0277
20.1,0.028
20.11,0.0284
20.12,0.0287
20.13,0.029
20.14,0.0293
20.15,0.0297
20.16,0.03
20.17,0.0303
20.18,0.0307
20.19,0.031
20.2,0.0313
20.21,0.0317
20.22,0.032
20.23,0.0324
20.24,0.0328
20.25,0.0331
20.26,0.0335
20.27,0.0338
20.28,0.0342
20.29,0.0346
20.3,0.035
20.31,0.0353
20.32,0.0357
20.33,0.0361
20.34,0.0365
20.35,0.0369
20.36,0.0373
20.37,0.0377
20.38,0.0381
20.39,0.0385
20.4,0.0389
20.41,0.0393
20.42,0.0397
20.43,0.0401
20.44,0.0405
20.45,0.041
20.46,0.0414
20.47,0.0418
20.48,0.0422
20.49,0.0427
20.5,0.0431
20.51,0.0436
20.52,0.044
20.53,0.0445
20.54,0.0449
20.55,0.0454
20.56,0.0458
20.57,0.0463
20.58,0.0468
20.59,0.0472
20.6,0.0477
20.61,0.0482
20.62,0.0487
20.63,0.0491
20.64,0.0496
20.65,0.0501
20.66,0.0506
20.67,0.0511
20.68,0.0516
20.69,0.0521
20.7,0.0526
20.71,0.0532
20.72,0.0537
20.73,0.0542
20.74,0.0547
20.75,0.0553
20.76,0.0558
20.77,0.0563
20.78,0.0569
20.79,0.0574
20.8,0.058
20.81,0.0585
20.82,0.0591
20.83,0.0596
20.84,0.0602
20.85,0.0608
20.86,0.0613
20.87,0.0619
20.88,0.0625
20.89,0.0631
20.9,0.0637
20.91,0.0643
20.92,0.0649
20.93,0.0655
20.94,0.0661
20.95,0.0667
20.96,0.0673
20.97,0.0679
20.98,0.0685
20.99,0.0692
21,0.0698
21.01,0.0704
21.02,0.0711
21.03,0.0717
21.04,0.0723
21.05,0.073
21.06,0.0737
21.07,0.0743
21.08,0.075
21.09,0.0757
21.1,0.0763
21.11,0.077
21.12,0.0777
21.13,0.0784
21.14,0.0791
21.15,0.0798
21.16,0.0805
21.17,0.0812
21.18,0.0819
21.19,0.0826
21.2,0.0833
21.21,0.084
21.22,0.0847
21.23,0.0855
21.24,0.0862
21.25,0.0869
21.26,0.0877
21.27,0.0884
21.28,0.0892
21.29,0.0899
21.3,0.0907
21.31,0.0915
21.32,0.0922
21.33,0.093
21.34,0.0938
21.35,0.0946
21.36,0.0954
21.37,0.0962
21.38,0.097
21.39,0.0978
21.4,0.0986
21.41,0.0994
21.42,0.1002
21.43,0.101
21.44,0.1019
21.45,0.1027
21.46,0.1035
21.47,0.1044
21.48,0.1052
21.49,0.1061
21.5,0.1069
21.51,0.1078
21.52,0.1087
21.53,0.1095
21.54,0.1104
21.55,0.1113
21.56,0.1122
21.57,0.1131
21.58,0.114
21.59,0.1149
21.6,0.1158
21.61,0.1167
21.62,0.1176
21.63,0.1185
21.64,0.1194
21.65,0.1204
21.66,0.1213
21.67,0.1222
21.68,0.1232
21.69,0.1241
21.7,0.1251
21.71,0.126
21.72,0.127
21.73,0.128
21.74,0.129
21.75,0.1299
21.76,0.1309
21.77,0.1319
21.78,0.1329
21.79,0.1339
21.8,0.1349
21.81,0.1359
21.82,0.1369
21.83,0.138
21.84,0.139
21.85,0.14
21.86,0.1411
21.87,0.1421
21.88,0.1431
21.89,0.1442
21.9,0.1453
21.91,0.1463
21.92,0.1474
21.93,0.1485
21.94,0.1495
21.95,0.1506
21.96,0.1517
21.97,0.1528
21.98,0.1539
21.99,0.155
22,0.1561
22.01,0.1572
22.02,0.1583
22.03,0.1595
22.04,0.1606
22.05,0.1617
22.06,0.1629
22.07,0.164
22.08,0.1652
22.09,0.1663
22.1,0.1675
22.11,0.1686
22.12,0.1698
22.13,0.171
22.14,0.1722
22.15,0.1734
22.16,0.1745
22.17,0.1757
22.18,0.1769
22.19,0.1782
22.2,0.1794
22.21,0.1806
22.22,0.1818
22.23,0.183
22.24,0.1843
22.25,0.1855
22.26,0.1867
22.27,0.188
22.28,0.1893
22.29,0.1905
22.3,0.1918
22.31,0.193
22.32,0.1943
22.33,0.1956
22.34,0.1969
22.35,0.1982
22.36,0.1995
22.37,0.2008
22.38,0.2021
22.39,0.2034
22.4,0.2047
22.41,0.206
22.42,0.2074
22.43,0.2087
22.44,0.21
22.45,0.2114
22.46,0.2127
22.47,0.2141
22.48,0.2154
22.49,0.2168
22.5,0.2182
22.51,0.2195
22.52,0.2209
22.53,0.2223
22.54,0.2237
22.55,0.2251
22.56,0.2265
22.57,0.2279
22.58,0.2293
22.59,0.2307
22.6,0.2321
22.61,0.2335
22.62,0.235
22.63,0.2364
22.64,0.2379
22.65,0.2393
22.66,0.2407
22.67,0.2422
22.68,0.2437
22.69,0.2451
22.7,0.2466
22.71,0.2481
22.72,0.2496
22.73,0.251
22.74,0.2525
22.75,0.254
22.76,0.2555
22.77,0.257
22.78,0.2585
22.79,0.26
22.8,0.2616
22.81,0.2631
22.82,0.2646
22.83,0.2662
22.84,0.2677
22.85,0.2692
22.86,0.2708
22.87,0.2723
22.88,0.2739
22.89,0.2755
22.9,0.277
22.91,0.2786
22.92,0.2802
22.93,0.2817
22.94,0.2833
22.95,0.2849
22.96,0.2865
22.97,0.2881
22.98,0.2897
22.99,0.2913
23,0.2929
23.01,0.2946
23.02,0.2962
23.03,0.2978
23.04,0.2994
23.05,0.3011
23.06,0.3027
23.07,0.3044
23.08,0.306
23.09,0.3077
23.1,0.3093
23.11,0.311
23.12,0.3127
23.13,0.3143
23.14,0.316
23.15,0.3177
23.16,0.3194
23.17,0.3211
23.18,0.3228
23.19,0.3245
23.2,0.3262
23.21,0.3279
23.22,0.3296
23.23,0.3313
23.24,0.333
23.25,0.3347
23.26,0.3365
23.27,0.3382
23.28,0.3399
23.29,0.3417
23.3,0.3434
23.31,0.3452
23.32,0.3469
23.33,0.3487
23.34,0.3504
23.35,0.3522
23.36,0.354
23.37,0.3557
23.38,0.3575
23.39,0.3593
23.4,0.3611
23.41,0.3629
23.42,0.3646
23.43,0.3664
23.44,0.3682
23.45,0.37
23.46,0.3718
23.47,0.3737
23.48,0.3755
23.49,0.3773
23.5,0.3791
23.51,0.3809
23.52,0.3827
23.53,0.3846
23.54,0.3864
23.55,0.3882
23.56,0.3901
23.57,0.3919
23.58,0.3938
23.59,0.3956
23.6,0.3975
23.61,0.3993
23.62,0.4012
23.63,0.4031
23.64,0.4049
23.65,0.4068
23.66,0.4087
23.67,0.4105
23.68,0.4124
23.69,0.4143
23.7,0.4162
23.71,0.4181
23.72,0.42
23.73,0.4219
23.74,0.4237
23.75,0.4256
23.76,0.4275
23.77,0.4295
23.78,0.4314
23.79,0.4333
23.8,0.4352
23.81,0.4371
23.82,0.439
23.83,0.4409
23.84,0.4429
23.85,0.4448
23.86,0.4467
23.87,0.4486
23.88,0.4506
23.89,0.4525
23.9,0.4544
23.91,0.4564
23.92,0.4583
23.93,0.4603
23.94,0.4622
23.95,0.4642
23.96,0.4661
23.97,0.4681
23.98,0.47
23.99,0.472
24,0.4739
24.01,0.4759
24.02,0.4779
24.03,0.4798
24.04,0.4818
24.05,0.4838
24.06,0.4857
24.07,0.4877
24.08,0.4897
24.09,0.4916
24.1,0.4936
24.11,0.4956
24.12,0.4976
24.13,0.4996
24.14,0.5015
24.15,0.5035
24.16,0.5055
24.17,0.5075
24.18,0.5095
24.19,0.5115
24.2,0.5135
24.21,0.5154
24.22,0.5174
24.23,0.5194
24.24,0.5214
24.25,0.5234
24.26,0.5254
24.27,0.5274
24.28,0.5294
24.29,0.5314
24.3,0.5334
24.31,0.5354
24.32,0.5374
24.33,0.5394
24.34,0.5414
24.35,0.5434
24.36,0.5454
24.37,0.5474
24.38,0.5494
24.39,0.5514
24.4,0.5534
24.41,0.5554
24.42,0.5574
24.43,0.5594
24.44,0.5615
24.45,0.5635
24.46,0.5655
24.47,0.5675
24.48,0.5695
24.49,0.5715
24.5,0.5735
24.51,0.5755
24.52,0.5775
24.53,0.5795
24.54,0.5815
24.55,0.5835
24.56,0.5855
24.57,0.5875
24.58,0.5895
24.59,0.5915
24.6,0.5935
24.61,0.5955
24.62,0.5975
24.63,0.5995
24.64,0.6015
24.65,0.6035
24.66,0.6055
24.67,0.6075
24.68,0.6095
24.69,0.6115
24.7,0.6135
24.71,0.6155
24.72,0.6175
24.73,0.6195
24.74,0.6215
24.75,0.6235
24.76,0.6255
24.77,0.6275
24.78,0.6295
24.79,0.6315
24.8,0.6334
24.81,0.6354
24.82,0.6374
24.83,0.6394
24.84,0.6414
24.85,0.6433
24.86,0.6453
24.87,0.6473
24.88,0.6493
24.89,0.6512
24.9,0.6532
24.91,0.6552
24.92,0.6571
24.93,0.6591
24.94,0.6611
24.95,0.663
24.96,0.665
24.97,0.6669
24.98,0.6689
24.99,0.6709
25,0.6728
25.01,0.6748
25.02,0.6767
25.03,0.6786
25.04,0.6806
25.05,0.6825
25.06,0.6845
25.07,0.6864
25.08,0.6883
25.09,0.6902
25.1,0.6922
25.11,0.6941
25.12,0.696
25.13,0.6979
25.14,0.6998
25.15,0.7017
25.16,0.7037
25.17,0.7056
25.18,0.7074
25.19,0.7093
25.2,0.7112
25.21,0.7131
25.22,0.715
25.23,0.7169
25.24,0.7188
25.25,0.7207
25.26,0.7226
25.27,0.7244
25.28,0.7263
25.29,0.7282
25.3,0.73
25.31,0.7319
25.32,0.7338
25.33,0.7356
25.34,0.7375
25.35,0.7393
25.36,0.7412
25.37,0.743
25.38,0.7448
25.39,0.7467
25.4,0.7485
25.41,0.7503
25.42,0.7522
25.43,0.754
25.44,0.7558
25.45,0.7576
25.46,0.7594
25.47,0.7612
25.48,0.763
25.49,0.7648
25.5,0.7666
25.51,0.7684
25.52,0.7701
25.53,0.7719
25.54,0.7737
25.55,0.7755
25.56,0.7772
25.57,0.779
25.58,0.7807
25.59,0.7825
25.6,0.7842
25.61,0.786
25.62,0.7877
25.63,0.7894
25.64,0.7912
25.65,0.7929
25.66,0.7946
25.67,0.7963
25.68,0.798
25.69,0.7997
25.7,0.8014
25.71,0.8031
